prod_id;prod_name;prod_description;prod_brand;category;prod_unit_price
7702626385013;Limpia Vidrios Cristal Pistola 500ml;Limpia Vidrios Cristal Pistola 500ml;EASY OFF BANG;Aseo de hogar;10990
7702626388038;Mansión Cubrerasguños 200ml;Mansión Cubrerasguños 200ml;MANSION;Aseo de hogar;6790
7702700000757;Acido Magistral limpia desmancha ;Acido Magistral limpia desmancha x 2000 ml;MAGISTRAL;Aseo de hogar;15590
7702700002140;Creolina magistral frasco ;Creolina magistral frasco x 250ml;MAGISTRAL;Aseo de hogar;4890
7702700002645;Limpia vidrios magistral ;Limpia vidrios magistral x 2000ml;KONNY;Aseo de hogar;9790
7702700003123;Varsol magistral frasco ;Varsol magistral frasco x 400ml;MAGISTRAL;Aseo de hogar;5590
7702700003130;Varsol magistral quitamanchas ;Varsol magistral quitamanchas x 800ml;MAGISTRAL;Aseo de hogar;7990
7702700003147;Varsol Magistral ;Varsol Magistral x 2000ml;MAGISTRAL;Aseo de hogar;18590
7702700020700;Acido Magistral limpia desmancha ;Acido Magistral limpia desmancha x 800ml;KRE-O;Aseo de hogar;7590
7702705022013;Suero costeño con válvula Klarens ;Suero costeño con válvula Klarens x 200 g;KLARENS;Lácteos, huevos y refrigerados;3690
7702705022020;Suero Costeño con válvula Klarens ;Suero Costeño con válvula Klarens x 400 g;KLARENS;Lácteos, huevos y refrigerados;5990
7702705022181;Quesillo tajado Klarens ;Quesillo tajado Klarens x 400 g;KLARENS;Lácteos, huevos y refrigerados;9990
7702705022198;Quesillo tajado Klarens ;Quesillo tajado Klarens x 200 g;KLARENS;Lácteos, huevos y refrigerados;5390
7702705022761;Suero Costeño Klarens ;Suero Costeño Klarens x 140 g;KLARENS;Lácteos, huevos y refrigerados;2450
7702705022778;Suero Costeño Klarens ;Suero Costeño Klarens x 400 g;KLARENS;Lácteos, huevos y refrigerados;6790
7702708013582;Linaza Saysa ;Linaza Saysa x 250 g;SAYSA;Despensa;6190
7702714100023;Miel de abeja apis mellefera la abeja dorada ;Miel de abeja apis mellefera la abeja dorada x 614g;LA ABEJA DORADA;Pasabocas;16590
7702714100047;Miel La abeja doradax 520 g;Miel La abeja doradax 520 g;LA ABEJA DORADA;Pasabocas;15590
7702714100054;Miel de abejas el dorado ;Miel de abejas el dorado x 160g;LA ABEJA DORADA;Pasabocas;5390
7702714100061;Miel de abeja apis mellefera la abeja dorada ;Miel de abeja apis mellefera la abeja dorada x 310g;LA ABEJA DORADA;Pasabocas;9790
7702714100078;Miel de abejas dosificador ;Miel de abejas dosificador x 350 g;LA ABEJA DORADA;Pasabocas;9790
7702714200013;Propoleo ;Propoleo X 310g;LA ABEJA DORADA;Pasabocas;11590
7702714600189;Vinagre balsámico vino viejo De la selva ;Vinagre balsámico vino viejo De la selva x 375ml.;DE LA SELVA;Despensa;6790
7702714600219;Vinagre balsámico cebolla De la selva ;Vinagre balsámico cebolla De la selva x 375ml.;DE LA SELVA;Despensa;5790
7702714600271;Vinagre blanco De la selva ;Vinagre blanco De la selva x 500ml.;DE LA SELVA;Despensa;1990
7702714600295;Vinagre manzana De la selva ;Vinagre manzana De la selva x 500ml.;DE LA SELVA;Despensa;1950
7702714600301;Vinagre blanco de la selva ;Vinagre blanco de la selva x 1000 ml;DE LA SELVA;Despensa;3390
7702732100203;Crema whisky Broadway Rivelino botella ;Crema whisky Broadway Rivelino botella x 700 ml;BROADWAY;Vinos y Licores;35990
7702732200477;Vino espumoso sin alcohol Champin sabor chicle ;Vino espumoso sin alcohol Champin sabor chicle ;CHAMPIN;Vinos y Licores;7990
7702746010123;Té Hindu ;Té Hindu x 12und x 19.2g;HINDU;Despensa;3290
7702746010253;Té hindu caja ;Té hindu caja x 25 bolsas;HINDU;Despensa;5990
7702746030152;Aromatica hierbabuena hindu ;Aromatica hierbabuena hindu x 32 g;HINDU;Despensa;3090
7702746030169;Aromatica manzanilla hindu ;Aromatica manzanilla hindu x 18 g;HINDU;Despensa;3090
7702746030183;Aromática Hindú toronjil ;Aromática Hindú toronjil x 18 g;HINDU;Despensa;3090
7702746030190;Aromatica cidron hindu ;Aromatica cidron hindu x 18 g;HINDU;Despensa;2990
7702746030213;Aromatica hindu anis ;Aromatica hindu anis x 20 und;HINDU;Despensa;3190
7702746030312;Aromatica surtidas hindu ;Aromatica surtidas hindu x 18 g;HINDU;Despensa;4990
7702746036017;Mezcla manzanilla miel jengibre Hindu ;Mezcla manzanilla miel jengibre Hindu x 20 und x 18 g;HINDU;Despensa;6390
7702746040021;Aromática hindú descanso natural bolsa ;Aromática hindú descanso natural bolsa x 20g;HINDU;Despensa;6790
7702746040045;Mezcla hierbas aromáticas Hindú mujer ;Mezcla hierbas aromáticas Hindú mujer x 20 und x 20 g;HINDU;Despensa;6790
7702746066298;Mezcla frutos rojos ice tea Hindú ;Mezcla frutos rojos ice tea Hindú x 60 g;HINDU;Despensa;1750
7702746066342;Mezcla Hindu ice tea light frutos salvajes ;Mezcla Hindu ice tea light frutos salvajes x 60 g;HINDU;Despensa;1490
7702746069046;Mezcla hindú Ice Tea light manzana verde ;Mezcla hindú Ice Tea light manzana verde x 60g;HINDU;Despensa;1490
7702746120013;Aromática Ola frutal Hindú ;Aromática Ola frutal Hindú x 156 g x 12 und;HINDU;Despensa;6590
7702747000420;Café oma tradición Colombia ;Café oma tradición Colombia X 250 g;OMA;Despensa;6190
7702766097906;Mogolla trice real Santa Clara ;Mogolla trice real Santa Clara x 12 und x 600 g;SANTA CLARA;Panadería y Pastelería;4590
7702766097937;Tostaditas integrales Santa Clara ;Tostaditas integrales Santa Clara x 24 und x 250 g;SANTA CLARA;Panadería y Pastelería;3790
7702766097951;Mogolla mantequilla Santa Clara ;Mogolla mantequilla Santa Clara x 10 und x 400 g;SANTA CLARA;Panadería y Pastelería;3590
7702766098064;Pan integral extra largo Santa Clara ;Pan integral extra largo Santa Clara ;SANTA CLARA;Panadería y Pastelería;3890
7702766098118;Pan blanco extra largo Santa Clara ;Pan blanco extra largo Santa Clara x 550 g;SANTA CLARA;Panadería y Pastelería;3990
7702766099238;Caladitos mantequilla Sta. Clara ;Caladitos mantequilla Sta. Clara x 300 gr;SANTA CLARA;Panadería y Pastelería;4290
7702769029591;Vino tinto Santa Helena cabernet ;Vino tinto Santa Helena cabernet x 750 ml pague 2 lleve 3;SANTA HELENA;Vinos y Licores;69990
7702769036216;Vino rosado Santa Helena ;Vino rosado Santa Helena x 750  ml pague 2 lleve 3;SANTA HELENA;Vinos y Licores;69990
7702769037480;Vino tinto Santa Helena varietal merlot ;Vino tinto Santa Helena varietal merlot x 3 botellas x750 ml c-u precio especial;SANTA HELENA;Vinos y Licores;69990
7702807482012;Aromática Albahaca ;Aromática Albahaca x 20Bolsas Jaibel;JAIBEL;Despensa;3390
7702807482050;Aromática Limonaria ;Aromática Limonaria x 20Bolsas Jaibel x 15g;JAIBEL;Despensa;3390
7702807482067;Aromática Manzanilla ;Aromática Manzanilla x 20Bolsas Jaibel;JAIBEL;Despensa;3390
7702807482081;Aromática Toronjil ;Aromática Toronjil x 20 Bolsa Jaibel;JAIBEL;Despensa;3390
7702807482135;Aromática Jaibol S-Moltura Surtida;Aromática Jaibol S-Moltura Surtida;JAIBEL;Despensa;3390
7702830220049;Helado Vainilla - Fresa Colombina ;Helado Vainilla - Fresa Colombina x 5 Lt;COLOMBINA;Productos Congelados;29990
7702870050019;Leche de soya Soyplus vainilla ;Leche de soya Soyplus vainilla x 200g;SOY PLUS;Lácteos, huevos y refrigerados;12390
7702870050040;Leche De Soya ;Leche De Soya X 200g Soyplus Vainilla Light;SOY PLUS;Lácteos, huevos y refrigerados;14390
7702870050064;Leche De Soya ;Leche De Soya X 200g Soyplus Sin Lactosa;SOY PLUS;Lácteos, huevos y refrigerados;14390
7702870050293;Leche De Soya ;Leche De Soya X 200g Soyplus Natural;SOY PLUS;Lácteos, huevos y refrigerados;12390
7702870050941;Soy Plus Sin Lactosa ;Soy Plus Sin Lactosa X 200g;SOY PLUS;Lácteos, huevos y refrigerados;14390
7702870052983;Alimento Soy Plus Almendra Doypack ;Alimento Soy Plus Almendra Doypack X 200g;SOY PLUS;Lácteos, huevos y refrigerados;13390
7702870100776;Jabón intimo caléndula Intibon ;Jabón intimo caléndula Intibon x 120g;INTIBON;Cuidado Personal;8390
7702870101322;Jabón intimo secretos natural salvia caléndula Intibon ;Jabón intimo secretos natural salvia caléndula Intibon x 120g;INTIBON;Cuidado Personal;8390
7702870101612;Pestañina volumia aceite ricino ;Pestañina volumia aceite ricino x9g;VOLUMIA;Belleza;10590
7702870101636;Jabón intimo Intibon vinagre manzana ;Jabón intimo Intibon vinagre manzana x 210g;INTIBON;Cuidado Personal;14390
7702870101643;Jabón intimo vinagre manzana Intibon ;Jabón intimo vinagre manzana Intibon x 120 g;INTIBON;Cuidado Personal;8390
7702870102152;Jabón íntimo Intibon calendula nina ;Jabón íntimo Intibon calendula nina x 210 g;INTIBON;Cuidado Personal;14390
7702870104118;Jabón intimo Intibon sábila caléndula menta ;Jabón intimo Intibon sábila caléndula menta x 120g;INTIBON;Cuidado Personal;5873
7702870104132;Jabon intibon intimo sabila calendula menta ;Jabon intibon intimo sabila calendula menta x 210g;INTIBON;Cuidado Personal;14990
7702889000104;Aderezos antipasto ;Aderezos antipasto x 250g;ADEREZOS;Despensa;6290
7702889000692;Salsa Aderezos pina ;Salsa Aderezos pina x 280 g;ADEREZOS;Despensa;5190
7702889000746;Salsa Aderezos vinagreta ;Vinagreta Original X 270 gr;ADEREZOS;Despensa;6220
7702889002702;Salsa Aderezos ranch  ;Salsa Aderezos ranch  x 250 g;ADEREZOS;Despensa;4990
7702889004812;Salsa Aderezos vinagreta light ;Salsa Aderezos vinagreta light x 200 g;ADEREZOS;Despensa;3890
7702889005192;Vinagreta aderezos frutal ;Vinagreta aderezos frutal x 265 g;ADEREZOS;Despensa;5990
7702903001223;Litro Estelar Frutos Rojos;Litro Estelar Frutos Rojos;MIMOS;Productos Congelados;23990
7702903004910;Helado veteado caramelo Gogos ;Helado veteado caramelo Gogos x 5 L;GOGOS;Productos Congelados;25990
7702903004965;Helado frutos bosque Gogos ;Helado frutos bosque Gogos x 5000 ml;GOGOS;Productos Congelados;22990
7702903004972;Helado vainilla Gogos ;Helado vainilla Gogos x 5000 ml;GOGOS;Productos Congelados;22990
7702903209209;Tarro dos litros clásico Vainilla;Tarro dos litros clásico Vainilla;MIMO'S;Productos Congelados;32990
7702903402204;Litro de Chocolate;Litro de Chocolate;MIMOS;Productos Congelados;19990
7702903407100;Litro de Ron Pasas;Litro de Ron Pasas;MIMOS;Productos Congelados;22990
7702903409203;Litro de Vainilla;Litro de Vainilla;MIMOS;Productos Congelados;20990
7702903409227;Litro de Cookies Cream;Litro de Cookies Cream;MIMO'S;Productos Congelados;19990
7702903411800;Litro Vetiado Caramelo;Litro Vetiado Caramelo;MIMOS;Productos Congelados;22990
7702903420208;Litro Estelar Almendra;Litro Estelar Almendra;MIMOS;Productos Congelados;22990
7702903421007;Litro Estelar Brownie;Litro Estelar Brownie;MIMOS;Productos Congelados;22990
7702903421601;Litro Estelar Café Mocca;Litro Estelar Café Mocca;MIMOS;Productos Congelados;22990
7702903425159;Litro Estelar Macadamia;Litro Estelar Macadamia;MIMOS;Productos Congelados;23990
7702903436001;Litro Light Nata;Litro Light Nata;MIMO'S;Productos Congelados;22990
7702910354220;Lenteja La Soberana ;Lenteja La Soberana x 500 g;LA SOBERANA;Despensa;1390
7702914111300;Ramito Tradicional ;Ramito Tradicional x 6 und x 150 g;RAMITO;Panadería y Pastelería;3490
7702914111508;Ramito Tradicional ;Ramito Tradicional x 10 und x 250 g;RAMO;Panadería y Pastelería;5790
7702914112031;Gala Coco ;Gala Coco x 63g;GALA;Panadería y Pastelería;1290
7702914112055;Gala Chocolate Limón ;Gala Chocolate Limón x 63 g;RAMO;Panadería y Pastelería;1350
7702914112512;Bloque Gala Ramo Chocolate ;Bloque Gala Ramo Chocolate x 425 g;RAMO;Panadería y Pastelería;6990
7702914112529;Bloque Gala Ramo Vainilla ;Bloque Gala Ramo Vainilla x 425 g;RAMO;Panadería y Pastelería;6990
7702914112567;Bloque Gala Ramo Vino ;Bloque Gala Ramo Vino x 425 g;RAMO;Panadería y Pastelería;6990
7702914114004;Chocorramo ;Chocorramo X 70 g;RAMO;Panadería y Pastelería;1550
7702914114400;Barra Chocorramo ;Barra Chocorramo x 40 g;RAMO;Panadería y Pastelería;990
7702914115100;Gansito ;Gansito x 45 g;RAMO;Panadería y Pastelería;1050
7702914116565;Ponqué ramo Felicidades ;Ponqué ramo Felicidades x 600 g;RAMO;Panadería y Pastelería;13390
7702914116626;Ponqué  de vino felicidades ;Ponqué  de vino felicidades x 1200g;RAMO;Panadería y Pastelería;23192
7702914158701;Plátano Ramo verde casero und. ;Plátano Ramo verde casero und. x140g;RAMO;Pasabocas;3990
7702914158800;Plátano verde casero Ramo ;Plátano verde casero Ramo x 8unds x 40g c-u;RAMO;Pasabocas;10390
7702914159005;Plátano Ramo maduro casero und. ;Plátano Ramo maduro casero und. x140g;RAMO;Pasabocas;4090
7702914159104;Plátano Ramo maduro casero ;Plátano Ramo maduro casero x8paq. x40g c-u;RAMO;Pasabocas;10390
7702914159302;Pasabocas Maizitos surtido ;Pasabocas Maizitos surtido x16paq. x30g c-u;MAIZITOS;Pasabocas;10990
7702914159401;Pasabocas Tostacos picante ;Pasabocas Tostacos picante x200g;TOSTACOS;Pasabocas;4390
7702914159500;Pasabocas Tostacos queso ;Pasabocas Tostacos queso x200g;TOSTACOS;Pasabocas;4190
7702914165006;Torta Ramo Vainilla ;Torta Ramo Vainilla x 1000g;RAMO;Panadería y Pastelería;14990
7702914167703;Torta Ramo chocolate ;Torta Ramo chocolate x 1000g;RAMO;Panadería y Pastelería;16590
7702914169004;Ponqué Ramito Chips chocolate ;Ponqué Ramito Chips chocolate x 6und x 222g;RAMO;Panadería y Pastelería;5590
7702914221207;Achira Ramo ;Achira Ramo x 6 und x 17 g c-u x 102 g peso neto;RAMO;Panadería y Pastelería;6790
7702914221306;Achira Ramo ;Achira Ramo x 100 g;RAMO;Panadería y Pastelería;6990
7702914221702;Achira Ramo ;Achira Ramo x 12 x 360 g;RAMO;Panadería y Pastelería;20990
7702914222020;Panderitos Ramo ;Panderitos Ramo x 110 g;RAMO;Pasabocas;2890
7702914225205;Panderitos Ramo Surtido ;Panderitos Ramo Surtido x 240 g;RAMO;Pasabocas;8190
7702914264204;Brownie choco Brownie Mini Ramo ;Brownie choco Brownie Mini Ramo x 15 und x 300 g;RAMO;Panadería y Pastelería;7990
7702914266208;panderitos Ramo ;panderitos Ramo X 6 Paquetes x 27g c-u;RAMO;Pasabocas;7590
7702914550505;Maizitos ;Maizitos x 215 g;RAMO;Pasabocas;3990
7702914551007;Pasaboca Maizitos ;Pasaboca Maizitos x 12 unds x 360g;RAMO;Pasabocas;9390
7702914551403;Tostacos Sabor a Limón ;Tostacos Sabor a Limón x 250 g;RAMO;Pasabocas;3990
7702914554701;Tostacos Sabor a Queso ;Tostacos Sabor a Queso x 12 und x 25 g c-u;RAMO;Pasabocas;8390
7702914555708;Tostacos Sabor a picante ;Tostacos Sabor a picante x 12 und x 25 g c-u;RAMO;Pasabocas;8590
7702914594448;Pan Ramo blanco extra largo tajado ;Pan Ramo blanco extra largo tajado x 24 und x 530 g;RAMO;Panadería y Pastelería;3690
7702914594462;Ponque Ramo tradicional ;Ponque Ramo tradicional x 230g;RAMO;Panadería y Pastelería;3090
7702914594707;Mi lonchera ramo surtido ;Mi lonchera ramo surtido x 5 und x 164g;RAMO;Panadería y Pastelería;3590
7702914594851;Ponqué Ramo equilibrio integral ;Ponqué Ramo equilibrio integral x 230g;RAMO;Panadería y Pastelería;5190
7702914594936;Ponqué Ramo equilibrio integral ;Ponqué Ramo equilibrio integral x 4 und x 220g;RAMO;Panadería y Pastelería;6390
7702914595278;Galletas Cucas dulces panela ;Galletas Cucas dulces panela x 18 und x 342 g;RAMO;Pasabocas;4890
7702914595285;Galletas lecheritas dulces leche ;Galletas lecheritas dulces leche x 18und x 342g;RAMO;Pasabocas;5390
7702914595292;Galletas limoncitas dulces limón ;Galletas limoncitas dulces limón x 18und x 342g;RAMO;Pasabocas;4990
7702993015469;Gomas Trululu aros ;Gomas Trululu aros x 300g;TRULULU;Dulces y postres;6190
7702993016053;Caramelo Big Ben clásicos surtido ;Caramelo Big Ben clásicos surtido x 50unds x 275g;BIG BEN;Dulces y postres;5590
7702993022870;Gomitas trululu feroz ;Gomitas trululu feroz x 25 und x 450 g;TRULULU;Dulces y postres;7390
7702993023266;Turrón Supercoco ;Turrón Supercoco x 80 g;SUPERCOCO;Dulces y postres;1550
7702993023662;Caramelo twist Lokino ;Caramelo twist Lokino x 380g;LOKINO;Dulces y postres;4790
7702993023792;Gomas osos oro trululu  ;Gomas osos oro trululu  x 90 g;SUPER;Dulces y postres;1990
7702993025123;Goma gusanos trululu ;Goma gusanos trululu x 90g;TRULULU;Dulces y postres;2150
7702993025130;Goma fresitas Trululu ;Goma fresitas Trululu x 90g;TRULULU;Dulces y postres;2190
7702993026618;Caramelo chocolate blanco Bianchi ;Caramelo chocolate blanco Bianchi x 50unds x 200g;BIANCHI;Dulces y postres;3090
7702993026779;Caramelo chocolate Bianchi ;Caramelo chocolate Bianchi x 50unds x 200g;BIANCHI;Dulces y postres;2590
7702993028261;Gomitas gusanos Trululu ;Gomitas gusanos Trululu x 90g;TRULULU;Dulces y postres;2150
7702993028483;Gomas sabores Trululu ;Gomas sabores Trululu x 90g;TRULULU;Dulces y postres;2190
7702993028933;Masmelos nubes Trululu ;Masmelos nubes Trululu x 65g;SUPER;Dulces y postres;1790
7702993028957;Masmelos colores Trululu ;Masmelos colores Trululu x 65g;SUPER;Dulces y postres;1790
7702993029039;Gomitas casquitos vitamina c Trululu ;Gomitas casquitos vitamina c Trululu x 90g;TRULULU;Dulces y postres;1990
7702993029381;Gomitas pingüinos Trululu ;Gomitas pingüinos Trululu x 80g;SUPER;Dulces y postres;2050
7702993029978;Menta Chao limón bolsa ;Menta Chao limón bolsa x 100 und x 380 g peso neto;CHAO;Dulces y postres;5190
7702993030073;Caramelo masticable Lokino ;Caramelo masticable Lokino x 100unds x 400g;LOKINO;Dulces y postres;4790
7702993030646;Gomitas dinoss Trululu ;Gomitas dinoss Trululu x 90g;TRULULU;Dulces y postres;2150
7702993031216;Menta Chao ;Menta Chao x 50 und x 190 g;CHAO;Dulces y postres;2390
7702993031292;Gomitas Trululu aros ;Gomitas Trululu aros x 90 g;TRULULU;Dulces y postres;2150
7702993031865;Caramelo Barrilete ;Caramelo Barrilete x 50 und x 8 g c-u;BARRILETE;Dulces y postres;4990
7702993031872;Caramelo Barrilete ;Caramelo Barrilete x 15und x 120g;BARRILETE;Dulces y postres;2450
7703111002460;Panelita copelia arequipe coco tradicional ;Panelita copelia arequipe coco tradicional X 6 unds x 138g;COPELIA;Dulces y postres;7990
7703111002477;Panelita copelia tradicional arequipe de Coco ;Panelita copelia tradicional arequipe de Coco x 12 und x 276 g;COPELIA;Dulces y postres;14990
7703111002545;Panelita arequipe coco light Copelia ;Panelita arequipe coco light Copelia x 10unds x 200g;COPELIA;Dulces y postres;14990
7703111002644;Arequipe dulce leche coco Copelia ;Arequipe dulce leche coco Copelia x 500g;COPELIA;Dulces y postres;8990
7703111002699;Cocada panela coco Copelia ;Cocada panela coco Copelia x 6unds x 138g;COPELIA;Dulces y postres;7990
7703111002866;Panelita Copelia coco ;Panelita Copelia coco x 12 und x 240 g;COPELIA;Dulces y postres;10590
7703133021173;Pack Palomitas Caramelo ;Pack Palomitas Caramelo x 240g;YUPI;Pasabocas;8790
7703133021227;Pasabocas Palomitas Caramelo ;Pasabocas Palomitas Caramelo x 68g;YUPI;Pasabocas;1550
7703133024228;Pack Tocinetas Fred ;Pack Tocinetas Fred x 12 unds x 13 gr c-u;YUPI;Pasabocas;7590
7703133024242;Pasabocas Tocineta Fred ;Pasabocas Tocineta Fred x 40g;FRED;Pasabocas;1650
7703133030212;Pasabocas El golpe Con Todo Original ;Pasabocas El golpe Con Todo Original x 140g;YUPI;Pasabocas;3490
7703133030472;Papas sabor mayonesa Rizadas ;Papas sabor mayonesa Rizadas x 250 g;RIZADAS;Pasabocas;5590
7703133030496;Pasabocas El Golpe contodo ranchero megapack ;Pasabocas El Golpe contodo ranchero megapack x 250 g;GOLPE CON TODO;Pasabocas;5190
7703133070317;Pack Papas Rizadas Natural ;Pack Papas Rizadas Natural x 300g;RIZADAS;Pasabocas;0
7703133070379;Pack papas Rizadas mayonesa ;Pack papas Rizadas mayonesa x 300 gr;YUPI;Pasabocas;10390
7703133070393;Pack Papas Rizadas Surtidas ;Pack Papas Rizadas Surtidas x 300g;RIZADAS;Pasabocas;10990
7703133071031;Papas Rizadas Natural ;Papas Rizadas Natural X 115 G;YUPI;Pasabocas;2790
7703133071055;Papas Rizadas Pollo ;Papas Rizadas Pollo x 115g;YUPI;Pasabocas;2790
7703133071079;Papas Rizadas Limón ;Papas Rizadas Limón x 115g;YUPI;Pasabocas;2790
7703133072267;Pasabocas Tosti Arepa ;Pasabocas Tosti Arepa x 150g;YUPI;Pasabocas;2350
7703133072533;Pasabocas El golpe Con Todo Ranchero ;Pasabocas El golpe Con Todo Ranchero x 45g;GOLPE CON TODO;Pasabocas;690
7703133072571;Pasabocas El golpe Con Todo Original ;Pasabocas El golpe Con Todo Original x 45g;GOLPE CON TODO;Pasabocas;1190
7703133073509;Pasabocas El golpe Con Todo Ranchero ;Pasabocas El golpe Con Todo Ranchero x 140g;YUPI;Pasabocas;3590
7703133081054;Pasabocas Yupi Cheese ;Pasabocas Yupi Cheese x 95g;YUPI;Pasabocas;1150
7703133081788;Pasabocas Anillos De Cebolla ;Pasabocas Anillos De Cebolla x 21g;YUPI;Pasabocas;1150
7703133086417;Pasabocas mega Yupi ;Pasabocas mega Yupi x 30 und x 589 g;YUPI;Pasabocas;11990
7703133088121;Papas Rizadas tomate ;Papas Rizadas tomate x 115g  edición limitada;RIZADAS;Pasabocas;3390
7703147003615;Pano Task absorbente resistente durable pague 1 lleve 2;Pano Task absorbente resistente durable pague 1 lleve 2;TASK;Limpieza de cocina;3290
7703147003691;Esponjilla Task oro plata superficies delicadas pague 2 lleve 3;Esponjilla Task oro plata superficies delicadas pague 2 lleve 3;TASK;Limpieza de cocina;7390
7703147005084;Paño Task esponja absorbente ;Paño Task esponja absorbente x 1 und;TASK;Limpieza de cocina;2890
7703147007125;Paño limpión antibacterial Task ;Paño limpión antibacterial Task x 6 und precio especial;TASK;Limpieza de cocina;3353
7703147009600;Porta trapero cabo metalico Task;Porta trapero cabo metalico Task;TASK;Limpieza de cocina;25990
7703147031281;Repuesto trapero copa ecológico 320g task;Repuesto trapero copa ecológico 320g task;TASK;Limpieza de cocina;7273
7703147031946;Trapero copa Task algodón ;Trapero copa Task algodón x 1 und;TASK;Limpieza de cocina;8190
7703147047176;Cepillo Sanitario Con Base;Cepillo Sanitario Con Base;TASK;Aseo de hogar;9190
7703147052613;Escoba cabo madera Task ;Escoba cabo madera Task x 1 und;TASK;Limpieza de cocina;5790
7703147053696;Escoba Task goma multiuso 2en1 ;Escoba Task goma multiuso 2en1 x 1 und;TASK;Limpieza de cocina;18893
7703147073342;Esponjilla Task suave ino ;Esponjilla Task suave ino x idable superficies delicadas pague 2 lleve 3;TASK;Limpieza de cocina;7790
7703147101052;Trapero encabado Arcoaseo task;Trapero encabado Arcoaseo task;ARCOASEO;Limpieza de cocina;6573
7703147101403;Repuesto trapero mecha;Repuesto trapero mecha;TASK;Limpieza de cocina;10590
7703147170096;Bolsa Task mini papelera 43 ;Bolsa Task mini papelera 43 x 48 x 30 bolsas;TASK;Limpieza de cocina;3773
7703147180118;Chupa sanitarios - trad task;Chupa sanitarios - trad task;TASK;Aseo de hogar;6790
7703147190711;Recogedor Task ecológico cabo madera ;Recogedor Task ecológico cabo madera x1unds;TASK;Limpieza de cocina;6573
7703147351747;Esponja Task malla suave ;Esponja Task malla suave x 2 und;TASK;Limpieza de cocina;2690
7703147502422;Escoba Task + repuesto ;Escoba Task + repuesto x 2 und;TASK;Limpieza de cocina;13013
7703147502866;Pack task completa limpieza ;Pack task completa limpieza x 16 und;TASK;Limpieza de cocina;11990
7703147503627;Bolsa Task residencial blanca + negra 70 ;Bolsa Task residencial blanca + negra 70 x 90 cm x 10 und c-u;TASK;Limpieza de cocina;8590
7703176003501;Cerezas alfa Marraschino ;Cerezas alfa Marraschino x 125g;ALFA;Despensa;3750
7703176003518;Cerezas alfa Marraschino ;Cerezas alfa Marraschino x 250g;ALFA;Despensa;5990
7703176909612;Coctél alfa frutas ;Coctél alfa frutas x 820 g;ALFA;Dulces y postres;7990
7703252034085;Trapero Maxiclean twist autoescurrible ;Trapero Maxiclean twist autoescurrible x150g;MAXICLEAN;Limpieza de cocina;28990
7703252034092;Trapero twist repuesto Maxiclean;Trapero twist repuesto Maxiclean;MAXICLEAN;Limpieza de cocina;15590
7703252034498;Esponja Maxi Clean espiral metal ;Esponja Maxi Clean espiral metal x 2unds + mango plástico;MAXICLEAN;Limpieza de cocina;5873
7703252034535;Paño maxi clean multiusos decorativos ;Paño maxi clean multiusos decorativos x 3und;MAXICLEAN;Limpieza de cocina;16990
7703252034979;Trapero multiusos Maxiclean ;Trapero multiusos Maxiclean x 250g;NAXI CLEAN;Limpieza de cocina;16093
7703296000015;Arepa antioqueña de maíz sin sal doña paisa ;Arepa antioqueña de maíz sin sal doña paisa x 10 und x 1000 g;DONA PAISA;Lácteos, huevos y refrigerados;4890
7703296000039;Arepa con queso doble crema doña paisa ;Arepa con queso doble crema doña paisa x 6 und x 500 g;DONA PAISA;Lácteos, huevos y refrigerados;6590
7703296000046;Arepa con queso doble crema doña paisa ;Arepa con queso doble crema doña paisa x 20 und x 500 g;DONA PAISA;Lácteos, huevos y refrigerados;5990
7703296000060;Arepa con queso campesino doña paisa ;Arepa con queso campesino doña paisa x 6 unds x 500 g;DONA PAISA;Lácteos, huevos y refrigerados;5590
7703296000084;Arepa tela blanca Dona Paisa ;Arepa tela blanca Dona Paisa x 5 und x 400g;DONA PAISA;Lácteos, huevos y refrigerados;1950
7703296000091;Arepa de queso doble crema Dona Paisa ;Arepa de queso doble crema Dona Paisa x 450 g;DONA AREPA;Lácteos, huevos y refrigerados;5790
7703296000107;Arepa para pincho doña paisa ;Arepa para pincho doña paisa x 10 und x 450 g;DONA PAISA;Lácteos, huevos y refrigerados;1950
7703296000121;Arepa rellena queso Dona Paisa ;Arepa rellena queso Dona Paisa x 6 und x 600 g;DONA PAISA;Lácteos, huevos y refrigerados;9590
7703296000190;Arepa con sal doña paisa ;Arepa con sal doña paisa x 5 unds x 450 g;DONA AREPA;Lácteos, huevos y refrigerados;2690
7703296000268;Arepa integral doña paisa ;Arepa integral doña paisa x 5 und x 450 g;DONA PAISA;Lácteos, huevos y refrigerados;2250
7703296000275;Arepa con sal Dona Paisa ;Arepa con sal Dona Paisa x 900 g;DONA AREPA;Lácteos, huevos y refrigerados;4490
7703296000343;Arepa con margarina doña paisa ;Arepa con margarina doña paisa x 5 unds x 500 g;DONA PAISA;Lácteos, huevos y refrigerados;3090
7703296000473;Arepa amarilla con sal doña paisa ;Arepa amarilla con sal doña paisa x 10 und x 900 g;DONA PAISA;Lácteos, huevos y refrigerados;4890
7703296000480;Arepa Doña Paisa Extradelgada ;Arepa Doña Paisa Extradelgada x 10 Und x 700 g;DONA AREPA;Lácteos, huevos y refrigerados;3590
7703296000497;Arepa con queso y margarina Doña paisa ;Arepa con queso y margarina Doña paisa x 500 g;DONA PAISA;Lácteos, huevos y refrigerados;6990
